NCBI_ID	predicted_mobility
NZ_CP010212.1	mobilizable
NZ_CP010217.1	mobilizable
NZ_CP010218.1	mobilizable
NZ_CP010225.1	mobilizable
NZ_CP010879.1	mobilizable
NZ_CP011139.1	mobilizable
NZ_CP012637.1	mobilizable
NZ_CP012638.1	mobilizable
NZ_CP012935.1	mobilizable
NZ_CP014318.1	mobilizable
NZ_CP015144.1	mobilizable
NZ_CP016386.1	mobilizable
NZ_CP018967.1	mobilizable
NZ_CP018986.1	mobilizable
NZ_CP018997.1	mobilizable
NZ_CP019693.1	mobilizable
NZ_CP019955.1	mobilizable
NZ_CP022067.2	mobilizable
NZ_CP023651.1	mobilizable
NZ_CP023837.1	mobilizable
NZ_CP023848.1	mobilizable
NZ_CP023898.1	mobilizable
NZ_CP024719.1	mobilizable
NZ_CP024722.1	mobilizable
NZ_CP028154.1	mobilizable
NZ_CP029994.1	mobilizable
NZ_CP030334.1	mobilizable
NZ_CP032072.1	mobilizable
NZ_CP032517.1	mobilizable
NZ_CP032876.1	mobilizable
NZ_CP034822.1	mobilizable
NZ_CP034824.1	mobilizable
NZ_CP034827.1	mobilizable
NZ_CP035126.1	mobilizable
NZ_CP039601.1	mobilizable
NZ_CP040267.1	mobilizable
NZ_CP040268.1	mobilizable
NZ_CP040839.1	mobilizable
NZ_CP041115.1	mobilizable
NZ_CP041341.1	mobilizable
NZ_CP041681.1	mobilizable
NZ_CP042891.1	mobilizable
NZ_CP043409.1	mobilizable
NZ_CP045284.1	mobilizable
NZ_CP046340.1	mobilizable
NZ_CP048314.1	mobilizable
NZ_CP048342.1	mobilizable
NZ_CP048364.1	mobilizable
NZ_CP048365.1	mobilizable
NZ_CP049124.1	mobilizable
NZ_CP051619.1	mobilizable
NZ_CP051664.1	mobilizable
NZ_CP051691.1	mobilizable
NZ_CP053240.1	mobilizable
NZ_CP053241.1	mobilizable
NZ_CP053249.1	mobilizable
NZ_CP053756.1	mobilizable
NZ_CP053758.1	mobilizable
NZ_CP054217.1	mobilizable
NZ_CP054222.1	mobilizable
NZ_CP054349.1	mobilizable
NZ_CP054357.1	mobilizable
NZ_CP055082.1	mobilizable
NZ_CP055085.1	mobilizable
NZ_CP055203.1	mobilizable
NZ_CP055207.1	mobilizable
NZ_CP056331.1	mobilizable
NZ_CP058577.1	mobilizable
NZ_CP058808.1	mobilizable
NZ_CP059007.1	mobilizable
NZ_CP059293.1	mobilizable
NZ_CP060957.1	mobilizable
NZ_CP061533.1	mobilizable
NZ_CP061534.1	mobilizable
NZ_CP061752.1	mobilizable
NZ_CP061761.1	mobilizable
NZ_CP062227.1	mobilizable
NZ_CP062785.1	mobilizable
NZ_CP063005.1	mobilizable
NZ_CP063777.1	mobilizable
NZ_CP064849.1	mobilizable
NZ_CP066842.1	mobilizable
NZ_CP067428.1	mobilizable
NZ_CP069573.1	mobilizable
NZ_CP069664.1	mobilizable
NZ_CP069830.1	mobilizable
NZ_CP069870.1	mobilizable
NZ_CP069897.1	mobilizable
NZ_CP069922.1	mobilizable
NZ_CP069965.1	mobilizable
NZ_CP069976.1	non-mobilizable
NZ_CP070001.1	mobilizable
NZ_CP070013.1	mobilizable
NZ_CP070018.1	mobilizable
NZ_CP070034.1	mobilizable
NZ_CP070043.1	mobilizable
NZ_CP070080.1	mobilizable
NZ_CP070096.1	mobilizable
NZ_CP070114.1	mobilizable
NZ_CP070121.1	mobilizable
NZ_CP070143.1	mobilizable
NZ_CP070147.1	non-mobilizable
NZ_CP070153.1	mobilizable
NZ_CP070154.1	non-mobilizable
NZ_CP070168.1	mobilizable
NZ_CP070180.1	mobilizable
NZ_CP071078.1	mobilizable
NZ_CP073364.1	mobilizable
NZ_CP073717.1	mobilizable
NZ_CP073795.1	mobilizable
NZ_CP075659.1	mobilizable
NZ_CP075707.1	mobilizable
NZ_CP075709.1	mobilizable
NZ_CP076696.1	mobilizable
NZ_CP077681.1	mobilizable
NZ_CP079889.1	mobilizable
NZ_CP080153.1	mobilizable
NZ_CP082932.1	mobilizable
NZ_CP082933.1	mobilizable
NZ_CP083005.1	mobilizable
NZ_CP083500.1	mobilizable
NZ_CP084293.1	mobilizable
NZ_CP089141.1	mobilizable
NZ_CP090543.1	mobilizable
NZ_CP091546.1	mobilizable
NZ_CP091695.1	mobilizable
NZ_CP091708.1	mobilizable
NZ_CP091759.1	mobilizable
NZ_CP092002.1	mobilizable
NZ_CP092011.1	mobilizable
NZ_CP092262.1	mobilizable
NZ_CP093388.1	mobilizable
NZ_CP095129.1	mobilizable
NZ_CP095157.1	mobilizable
NZ_CP096832.1	mobilizable
NZ_CP099757.1	mobilizable
NZ_CP100490.1	mobilizable
NZ_CP100529.1	mobilizable
NZ_CP100684.1	mobilizable
NZ_CP100688.1	mobilizable
NZ_CP101217.1	mobilizable
NZ_CP101229.1	mobilizable
NZ_CP101293.1	mobilizable
NZ_CP101381.1	mobilizable
NZ_CP101864.1	mobilizable
NZ_CP102742.1	mobilizable
NZ_CP103472.1	mobilizable
NZ_CP103483.1	mobilizable
NZ_CP103511.1	mobilizable
NZ_CP103525.1	mobilizable
NZ_CP103595.1	mobilizable
NZ_CP103734.1	mobilizable
NZ_CP103776.1	mobilizable
NZ_CP103975.1	conjugative
NZ_CP104361.1	mobilizable
NZ_CP104365.1	mobilizable
NZ_CP104544.1	mobilizable
NZ_CP104670.1	mobilizable
NZ_CP109779.1	mobilizable
NZ_CP109879.1	mobilizable
NZ_CP109922.1	mobilizable
NZ_CP116082.1	mobilizable
NZ_CP116119.1	mobilizable
NZ_CP116130.1	mobilizable
NZ_CP116139.1	mobilizable
NZ_CP116162.1	mobilizable
NZ_CP116173.1	mobilizable
NZ_CP116185.1	mobilizable
NZ_LR130561.1	mobilizable
NZ_LR890331.1	mobilizable
NZ_LR890338.1	mobilizable
NZ_LR890407.1	mobilizable
NZ_LR890412.1	mobilizable
NZ_LR890468.1	mobilizable
NZ_LR890539.1	mobilizable
NZ_LR890613.1	mobilizable
NZ_LR890695.1	mobilizable
NZ_LR890718.1	mobilizable
NZ_LR898877.1	mobilizable
NZ_LR898878.1	mobilizable
NZ_LR898881.1	mobilizable
NZ_OW967971.1	mobilizable
NZ_OX359178.1	mobilizable
NZ_OX359186.1	mobilizable
CP031285.1	mobilizable
CP042626.1	mobilizable
CP046599.1	non-mobilizable
CP054334.1	non-mobilizable
CP054342.1	mobilizable
CP054453.1	mobilizable
CP054464.1	mobilizable
CP058806.1	mobilizable
CP069691.1	mobilizable
CP099336.1	mobilizable
CP099342.1	mobilizable
CP099343.1	mobilizable
CP099357.1	mobilizable
CP099363.1	mobilizable
CP117574.1	mobilizable
CP117665.1	mobilizable
LR792480.1	non-mobilizable
LR890631.1	mobilizable
NC_017629.1	mobilizable
NC_017650.1	mobilizable
NC_018652.1	mobilizable
NC_018660.1	mobilizable
NC_018663.1	mobilizable
NC_022741.1	mobilizable
NZ_AP019768.1	mobilizable
NZ_AP022331.1	mobilizable
NZ_AP022659.1	mobilizable
NZ_CP008717.1	non-mobilizable
NZ_CP008720.1	mobilizable
NZ_CP011143.1	mobilizable
NZ_CP012630.1	mobilizable
NZ_CP014317.1	mobilizable
NZ_CP015143.1	mobilizable
NZ_CP019004.1	non-mobilizable
NZ_CP022502.1	mobilizable
NZ_CP023652.1	non-mobilizable
NZ_CP023825.1	mobilizable
NZ_CP023858.1	mobilizable
NZ_CP023901.1	mobilizable
NZ_CP024465.1	mobilizable
NZ_CP026493.1	mobilizable
NZ_CP027128.1	mobilizable
NZ_CP027131.1	mobilizable
NZ_CP027139.1	non-mobilizable
NZ_CP028575.2	mobilizable
NZ_CP029106.1	mobilizable
NZ_CP029109.1	mobilizable
NZ_CP030338.1	mobilizable
NZ_CP031905.1	mobilizable
NZ_CP034062.1	mobilizable
NZ_CP038329.1	mobilizable
NZ_CP041003.1	mobilizable
NZ_CP041119.1	non-mobilizable
NZ_CP042884.1	mobilizable
NZ_CP043221.1	mobilizable
NZ_CP043413.1	mobilizable
NZ_CP045286.1	mobilizable
NZ_CP045686.1	mobilizable
NZ_CP046292.1	mobilizable
NZ_CP046420.1	non-mobilizable
NZ_CP046545.1	mobilizable
NZ_CP047018.1	mobilizable
NZ_CP047582.1	non-mobilizable
NZ_CP050363.1	mobilizable
NZ_CP050377.1	mobilizable
NZ_CP051348.1	mobilizable
NZ_CP051614.1	mobilizable
NZ_CP051620.1	mobilizable
NZ_CP051710.1	mobilizable
NZ_CP051724.1	mobilizable
NZ_CP053250.1	mobilizable
NZ_CP053285.1	mobilizable
NZ_CP053762.1	mobilizable
NZ_CP054164.1	mobilizable
NZ_CP054194.1	non-mobilizable
NZ_CP054223.1	non-mobilizable
NZ_CP054238.1	mobilizable
NZ_CP054362.1	mobilizable
NZ_CP055008.1	non-mobilizable
NZ_CP055035.1	mobilizable
NZ_CP055036.1	non-mobilizable
NZ_CP055086.1	mobilizable
NZ_CP055173.1	mobilizable
NZ_CP055209.1	mobilizable
NZ_CP055607.1	mobilizable
NZ_CP056040.1	mobilizable
NZ_CP056078.1	mobilizable
NZ_CP056116.1	mobilizable
NZ_CP056939.1	mobilizable
NZ_CP056954.1	mobilizable
NZ_CP056973.1	mobilizable
NZ_CP057098.1	mobilizable
NZ_CP057108.1	mobilizable
NZ_CP057222.1	mobilizable
NZ_CP057242.1	mobilizable
NZ_CP057363.1	mobilizable
NZ_CP057482.1	mobilizable
NZ_CP057683.1	mobilizable
NZ_CP057899.1	mobilizable
NZ_CP057921.1	mobilizable
NZ_CP058062.1	mobilizable
NZ_CP058623.1	mobilizable
NZ_CP058673.1	mobilizable
NZ_CP058688.1	mobilizable
NZ_CP058795.1	mobilizable
NZ_CP059129.1	non-mobilizable
NZ_CP059720.1	non-mobilizable
NZ_CP060060.1	mobilizable
NZ_CP060064.1	mobilizable
NZ_CP060428.1	mobilizable
NZ_CP060890.1	mobilizable
NZ_CP060891.1	non-mobilizable
NZ_CP060907.1	non-mobilizable
NZ_CP060913.1	non-mobilizable
NZ_CP060961.1	mobilizable
NZ_CP060986.1	mobilizable
NZ_CP062217.1	non-mobilizable
NZ_CP062875.1	mobilizable
NZ_CP063466.1	mobilizable
NZ_CP063524.1	mobilizable
NZ_CP067244.1	mobilizable
NZ_CP068092.1	mobilizable
NZ_CP068098.1	mobilizable
NZ_CP069210.1	non-mobilizable
NZ_CP069466.1	mobilizable
NZ_CP069494.1	mobilizable
NZ_CP069578.1	mobilizable
NZ_CP069592.1	mobilizable
NZ_CP069654.1	non-mobilizable
NZ_CP069655.1	mobilizable
NZ_CP069656.1	non-mobilizable
NZ_CP069675.1	mobilizable
NZ_CP069676.1	non-mobilizable
NZ_CP069681.1	mobilizable
NZ_CP069699.1	mobilizable
NZ_CP069700.1	non-mobilizable
NZ_CP069895.1	mobilizable
NZ_CP069934.1	mobilizable
NZ_CP069986.1	mobilizable
NZ_CP070003.1	mobilizable
NZ_CP070032.1	mobilizable
NZ_CP070051.1	mobilizable
NZ_CP070142.1	mobilizable
NZ_CP070165.1	mobilizable
NZ_CP070182.1	non-mobilizable
NZ_CP070592.1	mobilizable
NZ_CP070905.1	non-mobilizable
NZ_CP070919.1	mobilizable
NZ_CP070927.1	non-mobilizable
NZ_CP070958.1	mobilizable
NZ_CP073928.1	mobilizable
NZ_CP075631.1	mobilizable
NZ_CP075638.1	mobilizable
NZ_CP075661.1	mobilizable
NZ_CP075677.1	non-mobilizable
NZ_CP075678.1	mobilizable
NZ_CP075714.1	mobilizable
NZ_CP075863.1	mobilizable
NZ_CP076311.1	mobilizable
NZ_CP076317.1	non-mobilizable
NZ_CP076691.1	mobilizable
NZ_CP076700.1	mobilizable
NZ_CP079143.1	non-mobilizable
NZ_CP079149.1	non-mobilizable
NZ_CP079154.1	non-mobilizable
NZ_CP079161.1	non-mobilizable
NZ_CP079672.1	non-mobilizable
NZ_CP080132.1	mobilizable
NZ_CP080154.1	non-mobilizable
NZ_CP081198.1	mobilizable
NZ_CP081882.1	mobilizable
NZ_CP085068.1	mobilizable
NZ_CP085073.1	non-mobilizable
NZ_CP086479.1	non-mobilizable
NZ_CP086489.1	non-mobilizable
NZ_CP086499.1	non-mobilizable
NZ_CP086509.1	non-mobilizable
NZ_CP086519.1	non-mobilizable
NZ_CP086609.1	mobilizable
NZ_CP091538.1	mobilizable
NZ_CP091539.1	mobilizable
NZ_CP091661.1	non-mobilizable
NZ_CP091671.1	mobilizable
NZ_CP091715.1	mobilizable
NZ_CP095159.1	mobilizable
NZ_CP100492.1	mobilizable
NZ_CP100493.1	non-mobilizable
NZ_CP100510.1	non-mobilizable
NZ_CP101221.1	mobilizable
NZ_CP101232.1	mobilizable
NZ_CP101865.1	non-mobilizable
NZ_CP101872.1	non-mobilizable
NZ_CP102064.1	mobilizable
NZ_CP103477.1	mobilizable
NZ_CP103520.1	mobilizable
NZ_CP103604.1	mobilizable
NZ_CP103632.1	mobilizable
NZ_CP103709.1	mobilizable
NZ_CP103737.1	mobilizable
NZ_CP103767.1	mobilizable
NZ_CP104674.1	mobilizable
NZ_CP109923.1	mobilizable
NZ_CP116093.1	non-mobilizable
NZ_CP116144.1	mobilizable
NZ_CP116187.1	mobilizable
NZ_CP116993.1	mobilizable
NZ_LR130547.1	mobilizable
NZ_LR890306.1	mobilizable
NZ_LR890316.1	mobilizable
NZ_LR890333.1	mobilizable
NZ_LR890339.1	non-mobilizable
NZ_LR890341.1	mobilizable
NZ_LR890342.1	mobilizable
NZ_LR890409.1	mobilizable
NZ_LR890470.1	mobilizable
NZ_LR890656.1	non-mobilizable
NZ_LR890697.1	mobilizable
NZ_LR898873.1	mobilizable
NZ_OV049809.1	mobilizable
NZ_OW968115.1	mobilizable
NZ_OX030707.1	mobilizable
OW849068.1	non-mobilizable
OW849069.1	non-mobilizable
AP024699.1	mobilizable
CP019648.1	mobilizable
CP030189.1	mobilizable
CP039858.1	mobilizable
CP050744.1	mobilizable
CP051323.1	mobilizable
CP051333.1	mobilizable
CP054323.1	mobilizable
CP054332.1	mobilizable
CP054456.1	mobilizable
CP104672.1	mobilizable
CP110992.1	mobilizable
CP113491.1	mobilizable
CP116487.1	mobilizable
CP117634.1	mobilizable
CP120566.1	mobilizable
CP121218.1	mobilizable
NC_010486.1	mobilizable
NC_011411.1	mobilizable
NZ_AP017616.1	mobilizable
NZ_AP021949.1	mobilizable
NZ_AP021967.1	mobilizable
NZ_AP022035.1	mobilizable
NZ_AP022068.1	mobilizable
NZ_AP022093.1	mobilizable
NZ_AP022099.1	mobilizable
NZ_AP022101.1	mobilizable
NZ_AP022168.1	mobilizable
NZ_AP022169.1	mobilizable
NZ_AP022176.1	mobilizable
NZ_AP022182.1	mobilizable
NZ_AP022210.1	mobilizable
NZ_AP022219.1	mobilizable
NZ_AP022220.1	mobilizable
NZ_AP022330.1	mobilizable
NZ_AP022655.1	mobilizable
NZ_AP023298.1	mobilizable
NZ_AP024691.1	mobilizable
NZ_CP006634.1	mobilizable
NZ_CP008718.1	mobilizable
NZ_CP010878.1	mobilizable
NZ_CP011140.1	mobilizable
NZ_CP011432.1	mobilizable
NZ_CP012629.1	mobilizable
NZ_CP015142.1	mobilizable
NZ_CP018208.1	mobilizable
NZ_CP018941.1	mobilizable
NZ_CP018942.1	mobilizable
NZ_CP018966.1	mobilizable
NZ_CP018972.1	mobilizable
NZ_CP018980.1	mobilizable
NZ_CP018996.1	mobilizable
NZ_CP019024.1	mobilizable
NZ_CP023824.1	mobilizable
NZ_CP023832.1	mobilizable
NZ_CP023833.1	mobilizable
NZ_CP023855.1	mobilizable
NZ_CP030114.1	mobilizable
NZ_CP030333.1	mobilizable
NZ_CP031657.1	mobilizable
NZ_CP032071.1	mobilizable
NZ_CP033161.1	mobilizable
NZ_CP033765.1	mobilizable
NZ_CP033851.1	mobilizable
NZ_CP034387.1	mobilizable
NZ_CP035481.1	mobilizable
NZ_CP035520.1	mobilizable
NZ_CP035724.1	mobilizable
NZ_CP036207.1	mobilizable
NZ_CP038795.1	mobilizable
NZ_CP040271.1	mobilizable
NZ_CP041283.1	mobilizable
NZ_CP041440.1	mobilizable
NZ_CP041450.1	mobilizable
NZ_CP041958.1	mobilizable
NZ_CP042890.1	mobilizable
NZ_CP043298.1	mobilizable
NZ_CP043410.1	mobilizable
NZ_CP044963.1	mobilizable
NZ_CP045285.1	mobilizable
NZ_CP045939.1	mobilizable
NZ_CP047534.1	mobilizable
NZ_CP047552.1	mobilizable
NZ_CP048316.1	mobilizable
NZ_CP048336.1	mobilizable
NZ_CP048613.1	mobilizable
NZ_CP049106.1	mobilizable
NZ_CP049127.1	mobilizable
NZ_CP049128.1	mobilizable
NZ_CP049855.1	mobilizable
NZ_CP050383.1	mobilizable
NZ_CP050752.1	mobilizable
NZ_CP050755.1	mobilizable
NZ_CP051697.1	mobilizable
NZ_CP051723.1	mobilizable
NZ_CP051748.1	mobilizable
NZ_CP053242.1	mobilizable
NZ_CP053254.2	mobilizable
NZ_CP053759.1	mobilizable
NZ_CP054167.1	mobilizable
NZ_CP054234.1	mobilizable
NZ_CP054350.1	mobilizable
NZ_CP054359.1	mobilizable
NZ_CP055021.1	mobilizable
NZ_CP055083.1	mobilizable
NZ_CP055084.1	mobilizable
NZ_CP055166.1	mobilizable
NZ_CP055172.1	mobilizable
NZ_CP056332.1	mobilizable
NZ_CP058884.1	mobilizable
NZ_CP059124.1	mobilizable
NZ_CP059132.1	mobilizable
NZ_CP060870.1	mobilizable
NZ_CP060879.1	mobilizable
NZ_CP060889.1	mobilizable
NZ_CP060906.1	mobilizable
NZ_CP060912.1	mobilizable
NZ_CP060958.1	mobilizable
NZ_CP060959.1	mobilizable
NZ_CP062861.1	mobilizable
NZ_CP062906.1	mobilizable
NZ_CP063778.1	mobilizable
NZ_CP065571.1	mobilizable
NZ_CP066816.1	mobilizable
NZ_CP069503.1	mobilizable
NZ_CP069524.1	mobilizable
NZ_CP069525.1	mobilizable
NZ_CP069556.1	non-mobilizable
NZ_CP069557.1	non-mobilizable
NZ_CP069562.1	mobilizable
NZ_CP069651.1	mobilizable
NZ_CP069832.1	mobilizable
NZ_CP069888.1	mobilizable
NZ_CP069985.1	mobilizable
NZ_CP070000.1	mobilizable
NZ_CP070014.1	mobilizable
NZ_CP070029.1	mobilizable
NZ_CP070053.1	mobilizable
NZ_CP070054.1	non-mobilizable
NZ_CP070056.1	non-mobilizable
NZ_CP070120.1	mobilizable
NZ_CP070155.1	non-mobilizable
NZ_CP070156.1	mobilizable
NZ_CP070179.1	mobilizable
NZ_CP070591.1	mobilizable
NZ_CP071079.1	mobilizable
NZ_CP072862.1	mobilizable
NZ_CP074039.1	mobilizable
NZ_CP075468.1	mobilizable
NZ_CP075706.1	mobilizable
NZ_CP075728.1	mobilizable
NZ_CP076321.1	mobilizable
NZ_CP076695.1	mobilizable
NZ_CP080063.1	mobilizable
NZ_CP081197.1	mobilizable
NZ_CP081886.1	mobilizable
NZ_CP085072.1	mobilizable
NZ_CP085078.1	mobilizable
NZ_CP085702.1	mobilizable
NZ_CP085703.1	mobilizable
NZ_CP085870.1	mobilizable
NZ_CP087574.1	mobilizable
NZ_CP090537.1	mobilizable
NZ_CP091683.1	mobilizable
NZ_CP091689.1	mobilizable
NZ_CP091709.1	mobilizable
NZ_CP091713.1	mobilizable
NZ_CP091760.1	mobilizable
NZ_CP093232.1	mobilizable
NZ_CP093233.1	mobilizable
NZ_CP094336.1	mobilizable
NZ_CP096830.1	mobilizable
NZ_CP097185.1	mobilizable
NZ_CP097369.1	mobilizable
NZ_CP099758.1	mobilizable
NZ_CP100537.1	mobilizable
NZ_CP100538.1	mobilizable
NZ_CP100681.1	mobilizable
NZ_CP100746.1	mobilizable
NZ_CP101206.1	mobilizable
NZ_CP101207.1	mobilizable
NZ_CP101230.1	mobilizable
NZ_CP101244.1	mobilizable
NZ_CP101250.1	mobilizable
NZ_CP101256.1	mobilizable
NZ_CP101262.1	mobilizable
NZ_CP103473.1	mobilizable
NZ_CP103527.1	mobilizable
NZ_CP103543.1	mobilizable
NZ_CP103547.1	mobilizable
NZ_CP103630.1	mobilizable
NZ_CP103631.1	mobilizable
NZ_CP104507.1	mobilizable
NZ_CP107013.1	mobilizable
NZ_CP109880.1	mobilizable
NZ_CP109881.1	mobilizable
NZ_CP116084.1	mobilizable
NZ_CP116121.1	mobilizable
NZ_CP116133.1	mobilizable
NZ_CP116142.1	mobilizable
NZ_CP116150.1	mobilizable
NZ_CP116163.1	mobilizable
NZ_CP116186.1	mobilizable
NZ_CP117005.1	mobilizable
NZ_CP117037.1	mobilizable
NZ_CP117048.1	mobilizable
NZ_CP117052.1	mobilizable
NZ_HG941720.1	mobilizable
NZ_LR130566.1	mobilizable
NZ_LR890305.1	mobilizable
NZ_LR890340.1	mobilizable
NZ_LR890408.1	mobilizable
NZ_LR890413.1	mobilizable
NZ_LR890469.1	mobilizable
NZ_LR890614.1	mobilizable
NZ_LR890696.1	mobilizable
NZ_LR898882.1	mobilizable
NZ_LT795116.1	mobilizable
NZ_OW967982.1	mobilizable
NZ_OW968131.1	mobilizable
NZ_OW968293.1	mobilizable
NZ_OX030706.1	mobilizable
OW848787.1	mobilizable
AP011958.1	conjugative
AP014566.1	conjugative
CP004058.1	conjugative
CP013721.1	conjugative
CP014577.1	conjugative
CP015599.1	conjugative
CP017618.1	conjugative
CP021464.1	conjugative
CP029841.1	conjugative
CP032850.1	non-mobilizable
CP038433.1	conjugative
CP038435.1	conjugative
CP039577.1	conjugative
CP050741.1	conjugative
CP050746.1	conjugative
CP060166.1	conjugative
CP104370.1	conjugative
CP110221.1	non-mobilizable
CP110933.1	conjugative
CP110935.1	conjugative
CP117245.1	conjugative
CP117358.1	conjugative
HF937209.1	conjugative
LS997974.1	conjugative
NC_006855.1	conjugative
NC_012124.1	conjugative
NC_016855.1	conjugative
NC_016864.1	conjugative
NC_017054.1	conjugative
NC_017720.1	conjugative
NZ_CP007508.1	non-mobilizable
NZ_CP007529.1	non-mobilizable
NZ_CP007582.1	conjugative
NZ_CP008745.1	conjugative
NZ_CP008927.1	non-mobilizable
NZ_CP009767.1	conjugative
NZ_CP011395.1	non-mobilizable
NZ_CP011943.1	non-mobilizable
NZ_CP012345.2	conjugative
NZ_CP012348.1	conjugative
NZ_CP012397.1	non-mobilizable
NZ_CP013098.1	non-mobilizable
NZ_CP014050.2	conjugative
NZ_CP014357.1	conjugative
NZ_CP014359.1	conjugative
NZ_CP014537.1	conjugative
NZ_CP014968.1	conjugative
NZ_CP014970.1	conjugative
NZ_CP014973.1	conjugative
NZ_CP014976.1	conjugative
NZ_CP014980.1	conjugative
NZ_CP015158.1	conjugative
NZ_CP015525.1	non-mobilizable
NZ_CP015527.1	non-mobilizable
NZ_CP016390.1	conjugative
NZ_CP017178.1	non-mobilizable
NZ_CP017233.1	conjugative
NZ_CP017620.1	conjugative
NZ_CP017729.1	conjugative
NZ_CP018634.1	conjugative
NZ_CP018636.1	non-mobilizable
NZ_CP018639.1	non-mobilizable
NZ_CP018641.1	non-mobilizable
NZ_CP018650.1	non-mobilizable
NZ_CP018653.1	non-mobilizable
NZ_CP018656.1	conjugative
NZ_CP018658.1	conjugative
NZ_CP018660.1	non-mobilizable
NZ_CP018663.1	non-mobilizable
NZ_CP020824.1	non-mobilizable
NZ_CP020826.1	non-mobilizable
NZ_CP020923.1	conjugative
NZ_CP022004.1	non-mobilizable
NZ_CP022071.1	conjugative
NZ_CP022137.1	conjugative
NZ_CP022660.1	conjugative
NZ_CP022965.1	conjugative
NZ_CP023437.1	non-mobilizable
NZ_CP023469.1	conjugative
NZ_CP025553.1	non-mobilizable
NZ_CP025556.1	conjugative
NZ_CP025557.1	non-mobilizable
NZ_CP026054.1	non-mobilizable
NZ_CP026570.1	conjugative
NZ_CP026701.1	conjugative
NZ_CP026714.1	non-mobilizable
NZ_CP027413.1	conjugative
NZ_CP028156.1	non-mobilizable
NZ_CP028200.2	conjugative
NZ_CP028319.1	conjugative
NZ_CP029594.1	conjugative
NZ_CP029596.1	conjugative
NZ_CP029683.1	conjugative
NZ_CP029838.1	conjugative
NZ_CP030176.1	conjugative
NZ_CP030198.1	conjugative
NZ_CP030200.1	non-mobilizable
NZ_CP030796.1	non-mobilizable
NZ_CP033089.1	non-mobilizable
NZ_CP033342.1	non-mobilizable
NZ_CP034231.1	conjugative
NZ_CP034720.1	conjugative
NZ_CP035302.1	conjugative
NZ_CP037873.1	conjugative
NZ_CP037876.1	conjugative
NZ_CP038848.1	conjugative
NZ_CP039568.1	conjugative
NZ_CP039580.1	conjugative
NZ_CP039583.1	conjugative
NZ_CP039586.1	conjugative
NZ_CP039592.1	conjugative
NZ_CP039596.1	conjugative
NZ_CP039715.1	conjugative
NZ_CP039718.1	conjugative
NZ_CP039855.1	conjugative
NZ_CP040322.1	conjugative
NZ_CP040565.1	conjugative
NZ_CP040569.1	conjugative
NZ_CP040645.1	non-mobilizable
NZ_CP040647.1	non-mobilizable
NZ_CP040669.1	conjugative
NZ_CP040901.1	conjugative
NZ_CP041006.1	conjugative
NZ_CP041178.1	non-mobilizable
NZ_CP041972.1	non-mobilizable
NZ_CP041974.1	conjugative
NZ_CP041975.1	non-mobilizable
NZ_CP043434.1	non-mobilizable
NZ_CP043774.1	conjugative
NZ_CP043905.1	conjugative
NZ_CP044959.1	conjugative
NZ_CP044969.1	conjugative
NZ_CP045054.1	conjugative
NZ_CP045058.1	conjugative
NZ_CP045061.1	conjugative
NZ_CP045950.1	conjugative
NZ_CP046282.1	conjugative
NZ_CP047324.1	conjugative
NZ_CP050708.1	non-mobilizable
NZ_CP050714.1	non-mobilizable
NZ_CP050718.1	non-mobilizable
NZ_CP050722.1	non-mobilizable
NZ_CP050725.1	non-mobilizable
NZ_CP050736.1	conjugative
NZ_CP051268.1	conjugative
NZ_CP051364.1	conjugative
NZ_CP051367.1	conjugative
NZ_CP051377.1	conjugative
NZ_CP051406.1	conjugative
NZ_CP053054.1	conjugative
NZ_CP053866.1	conjugative
NZ_CP053871.1	conjugative
NZ_CP058809.1	conjugative
NZ_CP060170.1	conjugative
NZ_CP060523.1	non-mobilizable
NZ_CP060667.1	non-mobilizable
NZ_CP060671.1	non-mobilizable
NZ_CP060673.1	non-mobilizable
NZ_CP060675.1	non-mobilizable
NZ_CP060677.1	non-mobilizable
NZ_CP060679.1	non-mobilizable
NZ_CP061048.1	conjugative
NZ_CP063291.1	non-mobilizable
NZ_CP063703.1	non-mobilizable
NZ_CP063706.1	conjugative
NZ_CP063709.1	non-mobilizable
NZ_CP064264.1	conjugative
NZ_CP064386.1	conjugative
NZ_CP065638.1	conjugative
NZ_CP065719.1	conjugative
NZ_CP066011.1	conjugative
NZ_CP066048.1	non-mobilizable
NZ_CP067092.1	conjugative
NZ_CP067340.1	conjugative
NZ_CP067398.1	conjugative
NZ_CP068388.1	conjugative
NZ_CP068697.1	conjugative
NZ_CP071691.1	non-mobilizable
NZ_CP074093.1	conjugative
NZ_CP074095.1	conjugative
NZ_CP074097.1	conjugative
NZ_CP074099.1	conjugative
NZ_CP074427.1	non-mobilizable
NZ_CP074430.1	non-mobilizable
NZ_CP074662.1	non-mobilizable
NZ_CP074664.1	conjugative
NZ_CP075119.1	non-mobilizable
NZ_CP075121.1	non-mobilizable
NZ_CP075123.1	non-mobilizable
NZ_CP075142.1	conjugative
NZ_CP077669.1	conjugative
NZ_CP077761.1	conjugative
NZ_CP080092.1	non-mobilizable
NZ_CP082917.1	non-mobilizable
NZ_CP082930.1	conjugative
NZ_CP084195.1	conjugative
NZ_CP084533.1	non-mobilizable
NZ_CP088135.1	conjugative
NZ_CP088137.1	conjugative
NZ_CP088139.1	conjugative
NZ_CP088143.1	conjugative
NZ_CP091299.1	conjugative
NZ_CP093387.1	conjugative
